Дактиль 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
крыло,никто,видеть,страдать,лететь,вечный,сказать,подарить,город,встреча,огонь,помнить,сторона,рваться,просить,отпустить,слишком,кумир,весна,видеть,порог,пройти,вопрос,свеча,смотреть,дверь,чудо,ветер,смочь,смочь
море,ответ,большой,верить,смочь,нужно,пройти,мечта,капля,разлука,миг,милый,спать,песня,возвращаться,пройти,остаться,беда,чёрный,обещать,пройти,столько,ответ,звезда,посмотреть,прийти,пора,пламя,вопрос,просить
смотреть,мысль,помочь,прощать,молчать,полный,никуда,судьба,листва,вокруг,встреча,найти,явь,грудь,оглянуться,давно,сильный,счастие,метель,любя,нога,век,надоесть,тьма,огонь,новый,разлука,сегодня,ответ,вера
песня,писать,искать,ненавидеть,кричать,конец,вернуться,надежда,прийти,человек,вечер,давно,сладкий,петь,забрать,пытаться,тепло,пир,падать,узнать,искать,след,хороший,спать,видеть,встретиться,встреча,мысль,отчий,душа
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
хорей 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
стать,ветер,любовь,душа,друг,год,мочь,небо,знать,хотеть,любить,слово,счастие,жизнь,просто,глаз,бог,день,снег,сердце,ночь,мир,свет,человек,жить,стих,сон,осень,почему,дождь
ждать,солнце,вновь,тело,круг,новый,понять,земля,сказать,хотеться,забыть,сказать,ненастье,судьба,нужный,рука,дать,каждый,белый,боль,звезда,прекрасный,рассвет,век,который,писать,спать,лето,хотеться,окно
уйти,море,чувство,спешить,вместе,время,судьба,звезда,точно,забыть,говорить,говорить,радость,смерть,хотеться,губа,дорога,новый,зима,остаться,окно,иной,тьма,нужный,умереть,поэт,весна,лист,сказать,слеза
верить,словно,кровь,покой,вьюга,пройти,сказать,облако,говорить,просить,милый,молчать,мечта,время,думать,взгляд,путь,рождение,весна,биться,луна,земной,лунный,земля,мечта,написать,видеть,листва,мама,капля
прийти,вода,любимый,слеза,встреча,сколько,ответ,птица,сколько,сказать,родный,нужный,судьба,прожить,понять,слеза,господь,час,первый,рана,тишина,мечта,лето,бояться,думать,строка,сниться,жёлтый,отчий,туча
большой,волна,страсть,хороший,понять,память,думать,крыло,милый,рядом,сказать,мысль,часть,каждый,говорить,смотреть,сила,тень,окно,печаль,снова,красота,белый,ребёнок,ребёнок,строчка,присниться,зима,сегодня,плакать
дом,трава,нежность,боль,милый,старый,случиться,ангел,никто,подарить,любимый,снова,счастливый,путь,уходить,милый,идти,праздник,снежный,память,утро,который,звезда,беда,умирать,читать,утро,золотой,понять,стекло
вернуться,река,женщина,слушать,сказать,столько,хороший,голубой,видеть,тело,ловить,голова,подарить,казаться,легко,нежный,простить,сегодня,метель,большой,тень,квартира,яркий,сделать,значит,рифма,город,осенний,стоить,серый
дверь,луч,нежный,песня,говорить,вновь,забыть,лететь,правда,понять,помнить,готовый,птица,радость,простить,улыбка,просить,вечер,мороз,тоска,вечер,светлый,ответ,война,понять,песня,сказка,бабий,ответ,лужа
хороший,песня,подарить,надежда,враг,природа,иначе,летать,понимать,слушать,верить,забыть,миг,пройти,дело,лицо,помочь,огонь,зимний,грудь,прочь,новый,тепло,природа,смочь,мысль,сладкий,золото,рассказать,город
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
хорей 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
жить,небо,дом,год,спать,любить,мочь,друг,ночь,день,хотеть,жизнь,знать,свет,душа,снег,глаз,мир,любовь,стать,сердце,бог,ветер,счастие,сон,слово,осень,мама,снова,ждать
человек,солнце,окно,новый,бай,забыть,понять,круг,звезда,каждый,сказать,смерть,точно,ответ,тело,белый,рука,человек,вновь,мало,биться,дорога,море,радость,весна,просто,лето,папа,вновь,прийти
далёкий,звезда,дождь,старый,тихо,простить,простить,милый,луна,рождение,обнять,судьба,понимать,тьма,покой,зима,слеза,прекрасный,чувство,лёгкий,боль,дать,волна,ненастье,сниться,сказать,лист,хороший,вернуться,верить
пить,земля,кот,ёлка,уснуть,родный,помочь,вместе,тишина,тень,увидеть,бывать,почему,лунный,спешить,весна,взгляд,каждый,кровь,большой,грудь,путь,поле,желать,сладкий,стих,дождь,ребёнок,завтра,время
ребёнок,облако,кошка,праздник,сладко,милый,иль,подруга,утро,солнце,большой,время,верить,тень,петь,мороз,губа,красота,страсть,грустно,чувство,человек,лист,поздравлять,присниться,почему,бабий,кошка,вечер,встреча
большой,птица,дверь,дед,засыпать,сильно,забыть,хороший,вечер,целый,мечтать,прекрасный,помнить,рассвет,тоска,первый,смотреть,иной,нежный,сразу,стук,идти,словно,подарить,мечта,мысль,жёлтый,говорить,утро,долго
страна,туча,тихо,мороз,малыш,ненавидеть,хороший,вокруг,тёмный,лень,бояться,пройти,видеть,солнце,боль,метель,нежный,мечта,мечта,хороший,грусть,судьба,песня,улыбка,видеть,писать,зима,кот,вместе,вернуться
век,море,город,пройти,глазок,любимый,найти,верный,прочь,час,надоесть,вечный,делать,яркий,хороший,таять,видеть,чудо,судьба,устать,тоска,найти,дуть,печаль,ночью,говорить,осенний,играть,встреча,давно
беда,синий,крыша,время,ложиться,верить,случиться,вьюга,тень,сегодня,лететь,прожить,никто,белый,огонь,снежинка,рядом,видеть,надежда,смочь,рваться,земля,вода,рядом,проснуться,понять,весна,самый,боль,ответ
пока,вода,сидеть,подарок,спокойно,рядом,смочь,враг,свеча,утро,тело,мысль,думать,ребёнок,болеть,снежный,боль,земля,нежность,дело,больно,сила,лететь,мечта,сказка,ответ,золотой,сын,мысль,дверь
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
хорей 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
бог,осень,мочь,сон,белый,любить,небо,сердце,любовь,хотеть,жизнь,счастие,день,глаз,знать,стать,душа,дождь,свет,окно,просто,ночь,мир,жить,год,милый,ждать,море,рука,солнце
дать,лист,понять,спать,снег,забыть,звезда,биться,вновь,сказать,смерть,радость,каждый,слово,сколько,мало,тело,ветер,тьма,дом,шаг,прочь,большой,человек,новый,друг,верить,вода,губа,лето
дорога,лето,случиться,весна,чёрный,сказать,облако,дверца,кровь,ночью,судьба,ненастье,тень,слеза,никто,счастливый,петь,слеза,звезда,спать,сказать,снова,человек,трудно,время,хороший,снова,гора,плечо,солнышко
путь,золотой,уйти,присниться,красный,простить,голубой,рана,первый,рядом,человек,рядом,огонь,взгляд,точно,лёгкий,мысль,туча,ответ,стена,остров,утро,суета,мечта,прийти,любимый,весна,река,целовать,оконце
помочь,жёлтый,хотеться,сладкий,белые,стих,птица,чувство,радость,плакать,найти,горе,светлый,сказать,видеть,слишком,чувство,лужа,яркий,стекло,дело,звезда,квартира,ребёнок,старый,мама,идти,волна,скука,лучик
просить,листва,забыть,прийти,цвет,искать,земля,боль,прийти,молчать,идти,часть,сегодня,боль,родный,птица,боль,капля,лунный,темно,найти,тишина,вокруг,каждый,снова,родный,большой,синий,поцелуй,утро
сила,берёза,время,сниться,зима,мечта,синий,словно,поздний,понять,вечный,страсть,рождение,смотреть,говорить,мама,слушать,идти,огонь,вечер,молодость,тёмный,хороший,сказка,словно,маленький,ответ,чистый,протянуть,луч
простить,птица,сказать,мечта,словно,молить,крыло,надежда,вера,обнять,мысль,чувство,первый,видеть,верить,холодный,чистый,плакать,рассвет,тихо,пустота,луна,покой,боль,скоро,здравствуй,чудо,берег,нежный,маленький
господь,грусть,птица,проснуться,дорога,говорить,словно,больно,найти,нужный,почему,дом,закат,улыбка,каждый,поэт,дышать,земля,луна,давно,уметь,свеча,красный,здоровье,память,самый,дверь,голубой,звук,рассвет
немного,золото,вернуться,видеть,нога,солнышко,видеть,вновь,надежда,слушать,искать,подарить,лень,губа,слышать,близкий,хотеться,серый,путь,зима,точно,рассвет,уйти,петь,столько,нежный,прийти,поле,мука,туча
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
хорей 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
душа,небо,осень,год,мир,любить,друг,мочь,белый,любовь,жизнь,дорога,ветер,почему,знать,день,счастие,хотеть,лето,просто,ночь,море,сердце,свет,стать,словно,снова,бог,рука,окно
тело,облако,лист,новый,человек,равно,вместе,жить,снег,вновь,смерть,путь,поле,понять,ждать,каждый,радость,забыть,бабий,слово,сон,волна,биться,звезда,плакать,птица,мысль,дать,глаз,дом
человек,земля,золотой,прийти,значит,говорить,круг,уйти,белые,надежда,судьба,идти,дождь,понимать,жить,осенний,маленький,милый,дождь,подарить,спать,чайка,боль,мама,выйти,слово,слово,помочь,губа,дверь
слеза,солнце,жёлтый,ёлка,жить,милый,рядом,слово,зима,вера,жить,нога,трава,ответ,видеть,рождение,счастливый,большой,весна,думать,звезда,солнце,большой,солнце,больно,вода,стих,господь,милый,тишина
тоска,птица,золото,ребёнок,земля,верить,разный,вовсе,снежинка,мечта,идти,судьба,земля,помнить,точно,идти,ребёнок,жить,зима,нужно,луна,вода,верить,тепло,думать,чёрный,написать,сила,плечо,тень
спешить,звезда,листва,время,светлый,любимый,стол,забыть,снежный,говорить,вечный,порог,песня,сегодня,никто,человек,улыбнуться,улыбаться,солнце,мама,тишина,берег,печаль,большой,маленький,тишина,сила,простить,нежный,стекло
печаль,голубой,краска,дед,иной,понимать,идти,успеть,метель,чувство,час,найти,берёза,помочь,понять,утро,немножко,идти,время,посмотреть,ночью,песок,слеза,человек,чужой,лист,слеза,ангел,волос,кот
боль,туча,осенний,мороз,искать,родный,забывать,стих,кружиться,остаться,прожить,звать,лист,чёрный,каждый,тень,искать,хороший,рассвет,понять,мечта,гора,чувство,яркий,страшно,солнце,красный,просить,лицо,смотреть
хороший,крыло,дождь,подарок,нужный,забыть,тоска,принести,дерево,вместе,найти,вдоль,берёзка,человек,край,скучный,спросить,простой,цвет,говорить,видеть,тёплый,забыть,луч,человек,капля,дарить,помиловать,обнять,тихо
тихий,летать,лужа,праздник,вечность,правда,хороший,мысль,чёрный,любимый,хотеться,назад,река,писать,голос,обязательно,ненастье,парень,туча,сказать,тихий,прибой,каменный,жить,бояться,вечно,вновь,ребёнок,слеза,тоска
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
хорей 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
стих,свет,лето,любовь,мочь,небо,звезда,дом,просто,знать,день,друг,жизнь,снова,сердце,сон,мир,год,бог,белый,душа,солнце,пластилиновый,любить,иль,хотеть,мама,город,жить,дорога
слово,вечность,осень,вновь,человек,голубой,ночь,голова,начать,ждать,каждый,пить,судьба,вновь,рука,спать,тень,новый,человек,снег,найти,ветер,счастие,почему,понять,стать,папа,время,человек,путь
писать,вечный,дождь,кровь,стать,плакать,луна,стол,наверно,найти,рождение,вместе,счастие,дверь,слеза,весна,страх,дед,дать,вьюга,тело,луч,брат,сказать,век,сказать,видеть,весна,правда,идти
написать,светлый,лист,чувство,сказать,облако,ветер,окно,случайно,жаль,проходить,круг,пройти,отсюда,глаз,проснуться,нести,подарок,просить,зима,боль,весна,картинка,нежно,вопрос,море,ребёнок,пегас,земля,конь
мысль,мысль,ветер,цветок,судьба,земля,чёрный,равно,ответ,точно,вечер,пустой,смерть,вместе,словно,утро,видеть,праздник,помочь,окно,тоска,вода,мода,глаз,равно,забыть,работа,ранний,сказка,найти
поэт,миг,осенний,смочь,искать,синий,тень,свеча,честно,узнать,первый,время,забывать,юность,кровь,присниться,стать,ёлка,сказать,вновь,хороший,облако,мальчик,милый,тлеть,человек,странно,словно,который,видно
бумага,полёт,скоро,нежный,пища,море,дать,рука,уйти,понимать,счастливый,водка,нужно,стать,боль,ночь,капля,большой,вера,мороз,чистый,природа,башмак,сегодня,смотреть,пока,смеяться,сомнение,забыть,поле
муза,каждый,капля,дарить,понять,воздух,ночью,взять,нужно,забыть,судьба,никуда,строка,вечер,надежда,птица,бояться,новогодний,святой,словно,печаль,тепло,скомкать,смотреть,наяву,верить,дать,фонарь,живой,перекрёсток
строка,огонь,зима,найти,пропасть,краска,рассвет,стекло,верный,почему,сегодня,начать,рай,вернуть,взгляд,который,слишком,мороз,храм,сугроб,свободный,птица,лицо,любимый,красиво,большой,смотреть,старый,гора,место
песня,дыхание,туман,страсть,поверить,лететь,окно,быстрый,лететь,больно,ночь,решить,получить,час,счастие,сниться,утопать,бокал,добрый,снежный,плоть,рассвет,ковёр,ласка,давно,наверно,гость,холод,народ,земля
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ямб 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
идти,год,любить,любовь,душа,мочь,знать,жизнь,день,друг,хотеть,слово,лишь,жить,глаз,весна,вдохновение,сердце,мир,сон,свет,ждать,небо,пусть,забыть,сказать,бог,рука,ночь,простить
путь,новый,говорить,вновь,тело,понять,точно,смерть,каждый,круг,лететь,снова,остаться,мечта,смотреть,прийти,источник,боль,стать,видеть,ответ,верить,звезда,грусть,уйти,спасибо,судьба,взять,стих,понять
дорога,май,любимый,кровь,спешить,большой,никто,мысль,тень,враг,молчать,стих,мечта,просто,слеза,дождь,яга,биться,большой,мечта,белый,ответ,земля,пускай,помнить,прощать,дать,разлука,спать,уйти
вперёд,июнь,хотеться,счастие,петь,просто,понимать,бывать,сегодня,хороший,большой,мысль,пустота,пока,видеть,снег,спасибо,стук,прекрасный,сниться,яркий,никто,лететь,радость,хотеться,понять,человек,губа,звезда,просить
найти,март,уметь,бывать,покой,иначе,мечтать,смысл,новый,давать,увидеть,право,рядом,дышать,взгляд,ветер,мгновение,дверца,хороший,тишина,солнце,встреча,солнце,хороший,смочь,хороший,дорога,звук,свеча,прощать
домой,апрель,милый,надежда,тепло,хороший,хороший,вечный,рождение,вокруг,тело,голова,время,далёкий,глядеть,зима,стих,тоска,мечта,спать,тьма,устать,облако,рядом,давно,хотеться,счастие,нежный,прочь,смочь
дождь,пройти,дарить,боль,болеть,найти,видеть,прожить,огонь,милый,понять,говорить,оставить,хотеться,улыбка,вновь,автор,грусть,иной,сладкий,звезда,чудо,птица,пройти,пройти,ответить,верить,мука,писать,последний
назад,декабрь,страдать,чувство,боль,писать,нужный,игра,последний,подруга,обнять,готовый,понять,дом,закрыть,окно,стихотворение,лёд,просто,наяву,рассвет,долго,луна,счастие,печаль,просто,путь,протянуть,луна,уходить
улица,июль,мечтать,огонь,огонь,помочь,должный,пустой,пройти,нужный,видеть,чувство,тишина,думать,зелёный,солнце,минута,чувство,который,луна,ребёнок,снова,крыло,уйти,вспомнить,молчать,каждый,тепло,утро,отпустить
сквозь,время,родный,мечта,дышать,думать,почему,просто,лень,вьюга,вновь,новый,память,умереть,губа,снова,дарить,слышать,квартира,присниться,лунный,дверь,лес,сбыться,путь,нечего,век,взгляд,огонь,большой
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ямб 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
весна,год,любовь,любить,душа,жизнь,мочь,друг,хотеть,знать,день,лишь,мир,слово,сердце,глаз,жить,свет,пусть,простить,ждать,сон,стать,небо,сказать,вновь,рука,забыть,бог,счастие
идти,пройти,кровь,говорить,тело,смерть,понять,круг,понять,точно,каждый,остаться,человек,стих,боль,смотреть,просто,ответ,грусть,просить,верить,ночь,большой,звезда,ответ,снова,губа,уйти,дать,судьба
ветер,новый,чувство,верить,покой,прожить,просто,враг,обнять,никто,ночь,понять,прекрасный,говорить,биться,слеза,человек,тьма,пускай,понять,прийти,видеть,хороший,земля,прощать,вернуться,нежный,смочь,дорога,мечта
дождь,март,страсть,страдать,стих,мысль,найти,милый,большой,понимать,тень,мечта,иной,писать,стук,видеть,пока,солнце,хороший,смочь,встреча,сниться,чужой,луна,молчать,надежда,разлука,помнить,путь,верить
снег,апрель,огонь,ненавидеть,спешить,смысл,писать,давать,увидеть,просто,новый,миг,кумир,мысль,грудь,взгляд,дышать,белый,радость,прощать,долго,мечта,человек,облако,смочь,кровь,взгляд,боль,человек,радость
окно,май,надежда,сильно,огонь,понять,иль,подруга,рядом,видеть,рождение,взгляд,новый,снова,чувство,улыбка,далёкий,рассвет,говорить,грех,ответ,спать,лёгкий,солнце,уйти,увидеть,мука,давно,сила,ненастье
солнце,январь,дарить,любимый,петь,путь,помочь,хороший,тело,верить,огонь,нужный,вокруг,чувство,тоска,закрыть,надежда,яркий,счастливый,боль,чудо,сладкий,близкий,птица,спасибо,встреча,коснуться,время,просить,найти
зима,ноябрь,прекрасный,уметь,боль,бывать,иначе,вокруг,молчать,почему,час,боль,красота,голова,огонь,губа,любя,звезда,путь,отпустить,дверь,луна,смочь,лететь,просто,новый,взять,давать,идти,надежда
прийти,декабрь,нежность,просто,хороший,прекрасный,хороший,верный,любимый,хороший,ночью,рядом,открыть,пустой,дверца,увидеть,мечта,лунный,каждый,господь,искать,тишина,просто,чудо,хотеться,прежде,протянуть,оставить,найти,путь
осень,июнь,вера,сильный,болеть,время,стих,вместе,видеть,говорить,проходить,пустота,который,поэт,стучать,глядеть,верить,луч,новый,обида,надежда,проснуться,сильный,ночь,большой,пройти,звук,сила,век,искать
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ямб 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
ветер,год,любовь,любить,друг,жизнь,душа,мочь,знать,день,слово,мир,хотеть,сердце,глаз,жить,свет,бог,ждать,стать,рука,сон,простить,небо,сказать,счастие,ночь,стих,судьба,каждый
дождь,январь,вновь,говорить,круг,смерть,тело,понять,точно,новый,говорить,который,большой,боль,смотреть,пока,ответ,дать,верить,большой,губа,видеть,забыть,звезда,хотеться,радость,звезда,писать,путь,миг
идти,март,кровь,забыть,враг,прожить,покой,просто,никто,тень,голова,человек,тело,биться,слеза,просто,тьма,человек,прийти,хороший,разлука,который,просить,земля,просто,мечта,луна,поэт,идти,час
снег,май,чувство,любимый,давать,смысл,спешить,забыть,понимать,рождение,мысль,прекрасный,понять,грудь,видеть,человек,солнце,дорога,встреча,просто,протянуть,сниться,прощать,облако,ответ,верить,утро,который,дорога,шаг
весна,новый,страсть,верить,милый,бывать,боль,большой,хороший,сегодня,снова,иной,просто,стук,взгляд,дышать,белый,путь,дверь,человек,нежный,весна,смочь,солнце,смочь,ненастье,рассвет,читать,борьба,мгновение
время,апрель,вера,ненавидеть,хороший,время,огонь,думать,просто,прожить,чувство,красота,забыть,чувство,закрыть,далёкий,яркий,сила,чудо,лёгкий,тепло,мечта,боль,птица,уйти,страсть,спать,строка,мечта,новый
окно,июль,надежда,просто,подруга,человек,тепло,иначе,говорить,ночью,пустой,вокруг,рядом,тоска,улыбка,мечта,звезда,просить,ответ,смочь,звук,спать,понять,лететь,хороший,рядом,свеча,грех,благодарить,встреча
снова,пройти,огонь,сильный,вместе,путь,чувство,помочь,верить,светлый,право,целый,любимый,огонь,губа,любя,тепло,господь,надеяться,близкий,коснуться,сладкий,господь,луна,большой,желать,тишина,написать,подарить,взгляд
вновь,ноябрь,нежность,уметь,вьюга,мысль,хороший,найти,бывать,последний,нежный,новый,дело,стучать,глядеть,надежда,рассвет,век,долго,чужой,плечо,наяву,уйти,чудо,молчать,миг,окно,песня,играть,вздох
осень,февраль,дарить,женщина,верный,пройти,петь,хороший,видеть,который,нужный,кумир,увидеть,конец,увидеть,верить,лунный,видеть,надежда,счастливый,мука,проснуться,грех,крыло,спасибо,беда,прочь,строчка,чужой,минута
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ямб 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
любовь,дождь,человек,любить,хотеть,друг,слово,глаз,день,душа,жизнь,выстрелить,ночь,дать,идти,мочь,год,снег,сон,простить,знать,судьба,жить,сердце,ждать,небо,стать,каждый,свет,который
счастие,лист,мир,любимый,забыть,хороший,стих,рука,тень,тело,смерть,скорый,окно,бог,путь,понять,новый,зима,вновь,говорить,сказать,мечта,пока,боль,прийти,земля,пора,миг,тьма,забыть
чувство,ветер,век,милый,устать,просто,строка,смотреть,уйти,покой,миг,выхватить,свеча,господь,вперёд,сказать,назад,весна,мечта,уходить,большой,путь,просто,стук,верить,облако,поэт,новый,огонь,лицо
надежда,осень,зло,никто,давать,давать,писать,взгляд,уходить,святой,счастие,тачанка,рука,дорога,дорога,верить,уйти,белый,видеть,большой,точно,искать,умереть,кровь,счастие,лететь,вернуться,шаг,ответ,смочь
мечта,осенний,новый,дарить,сказать,круг,сказать,губа,время,страсть,боль,фамилие,гореть,путь,пройти,уйти,пройти,лёд,сниться,просить,ведать,разлука,живой,большой,ответ,река,давно,стих,солнце,любимый
вера,лето,чужой,подарить,покой,родный,верить,улыбка,весна,чувство,конец,турчанка,луна,сила,шаг,иль,остаться,тепло,наяву,сказать,смочь,край,страшно,грудь,долго,волна,понять,писать,луч,давно
вновь,последний,война,слышать,кричать,враг,хотеться,увидеть,час,иль,река,косых,звезда,крест,вновь,просто,память,снежный,снова,прощать,спросить,давно,дышать,биться,снова,вода,листва,строка,яркий,единственный
признание,жёлтый,ребёнок,уметь,жалеть,спешить,голова,смочь,тоска,мгновение,иной,ебсть,спать,вера,дождь,забыть,столько,метель,сладкий,обида,понимать,найти,легко,струна,сидеть,звезда,журавль,дом,лунный,мир
нежность,листва,грех,говорить,уснуть,рядом,слышать,видеть,давно,слеза,начать,зарезать,огонь,молиться,земля,мысль,ответ,мороз,цветок,забыть,поверить,дорога,мечта,стучать,дверь,птица,легко,путь,звезда,спина
кровь,город,родиться,бояться,пустота,российский,пустой,слеза,вода,поэт,казаться,солдатушко,дом,зло,бояться,давно,сто,лететь,тишина,встреча,врать,земной,снова,печаль,пора,крыло,лететь,сад,тепло,смерть
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ямб 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
сердце,любить,любовь,душа,слово,идти,глаз,хотеть,жизнь,сон,небо,простить,мочь,жить,бог,рука,свет,знать,ветер,друг,мир,лететь,забыть,стать,верить,боль,сквозь,судьба,год,ночь
огонь,любя,кровь,тело,сказать,путь,слеза,бояться,дело,весна,звезда,прощать,стих,ждать,дать,мука,тьма,точно,дождь,круг,вечный,чужой,уйти,счастие,просто,снова,маска,крыло,пройти,день
взгляд,каждый,вновь,мысль,мысль,нога,огонь,успеть,мысль,прийти,поздно,вновь,писать,пить,вера,звук,путь,рядом,лето,милый,человек,птица,давать,остаться,человек,воля,дождь,стоить,сто,тень
дверца,писать,счастие,покой,молчание,дорога,смотреть,огонь,счастие,луна,солнце,пока,дом,пока,дорога,пока,лето,выше,снег,враг,мысль,поле,прийти,частый,сказка,кровь,луч,хранить,сказать,прочь
чувство,страдать,слепой,болеть,умереть,найти,взгляд,тело,смысл,мечта,земля,пора,сказать,молчать,ответ,слеза,ответ,край,солнце,кожа,пустой,лицо,пройти,немного,дверь,соль,тьма,взгляд,искать,луна
стук,сказать,мечта,словно,простой,край,гореть,обнять,знакомый,стон,хлеб,сказать,ответ,говорить,искать,тело,нету,страдать,вечер,дом,принять,страна,оставить,трава,снова,слеза,мрак,умереть,человек,помочь
свеча,найти,знак,страсть,молчать,машина,вопрос,миг,погаснуть,лес,море,просить,след,спать,просить,забытый,рассвет,видеть,осень,брат,обида,луна,просить,устать,открыть,ложь,снег,мечта,сотня,мрак
биться,губить,бежать,ложь,обещание,народ,губа,желать,ад,зима,луна,понять,просто,дышать,немного,луг,бред,надежда,холодный,лгать,народ,строй,устать,песня,пустой,страх,тень,встреча,природа,сомнение
гореть,взгляд,вдвоём,полёт,смысл,вперёд,страх,сказать,радость,шальной,светить,кричать,хотя,далёкий,пускай,сказать,конец,жить,петь,играть,земля,лес,ложь,сильный,рядом,сила,глядеть,серый,закон,большой
вместе,мечтать,радость,ритм,падать,солнце,гроза,всякий,край,окно,крыло,молчать,думать,сметь,пещера,губа,искать,рай,лист,прощать,улыбка,стрела,понять,рядом,маска,вольный,окно,фон,живой,смысл
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ямб 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,topic 20,topic 21,topic 22,topic 23,topic 24,topic 25,topic 26,topic 27,topic 28,topic 29,topic 30
любовь,дождь,путь,знать,день,глаз,стих,снова,мочь,сердце,вновь,весна,жизнь,хотеть,друг,забыть,сон,бог,хотеться,просто,любить,мир,простить,свет,стать,бояться,идти,гореть,сказать,свобода
слово,окно,найти,мечта,год,взгляд,рифма,чувствовать,дело,боль,тревожить,снег,смерть,уметь,смочь,уйти,след,дать,ум,желание,дарить,человек,понять,звезда,большой,который,вперёд,огонь,конец,мечта
